total_inner_iterations,totim,kper,kstp,nouter,ninner,solution_inner_dvmax,solution_inner_dvmax_model,solution_inner_dvmax_node,solution_inner_rmax,solution_inner_rmax_model,solution_inner_rmax_node,solution_inner_alpha,solution_inner_omega
172,1.000000000000000,1,1,5,34,-.1855795270345503E-05,1,1403,-.1224051373286175E-03,1,484,1.239186,8.501340
173,1.000000000000000,1,1,5,35,.6110524136192800E-05,1,1403,-.2058023444925874E-03,1,484,-19.26782,0.8558206
174,1.000000000000000,1,1,5,36,-.8318759101684837E-05,1,1403,-.8363577573784775E-04,1,484,-0.2439335,3.700316
175,1.000000000000000,1,1,5,37,-.3429752905775420E-05,1,1403,-.1742300863215727E-04,1,484,13.43200,0.8313217
176,1.000000000000000,1,1,5,38,.1034720961069816E-05,1,1403,-.3625112255839012E-04,1,484,0.4302663,0.7299590
177,1.000000000000000,1,1,5,39,-.1045366890299793E-05,1,1403,-.1368940962614630E-04,1,484,5.371353,0.1066276
178,1.000000000000000,1,1,5,40,-.7367045597357624E-07,1,1403,-.1204584235966238E-04,1,484,0.1518373,0.8304591E-01
179,1.000000000000000,1,1,6,1,.1570748043372556E-01,1,1203,.4738052933799765,1,484,4.546240,0.9945927
180,1.000000000000000,1,1,6,2,.1176755571196817E-01,1,1184,-.4049348440816848,1,484,3.295033,1.039681
181,1.000000000000000,1,1,6,3,.2521640358333280E-01,1,1330,.6256356513500217,1,484,11.13808,0.9426717
182,1.000000000000000,1,1,6,4,-.1348431025970769E-01,1,1293,.2230316133401792,1,484,0.2816265,4.445131
183,1.000000000000000,1,1,6,5,-.6027773890175503E-02,1,1496,.3554092937647440,1,484,5.139115,2.444075
184,1.000000000000000,1,1,6,6,-.4973251734693720E-02,1,1496,.3565856276292150,1,484,3.243635,0.9951007
185,1.000000000000000,1,1,6,7,-.5070752438314834E-02,1,1496,.3913498523579492,1,484,2.985296,1.613022
186,1.000000000000000,1,1,6,8,-.9150042819170751E-02,1,1496,.4722947347711433,1,484,4.678181,1.000767
187,1.000000000000000,1,1,6,9,-.2002872888266021E-01,1,1496,.6888574635358046,1,484,5.458486,1.145415
188,1.000000000000000,1,1,6,10,.8217311811045575E-01,1,1496,-.2684946345549683,1,484,-21.39174,0.7745115
189,1.000000000000000,1,1,6,11,-.1172401981068958,1,1496,.7980377283864334,1,484,-0.2747985,29.30667
190,1.000000000000000,1,1,6,12,-.3071758953335161E-01,1,1496,.5029495873875252,1,484,6.835444,1.222224
191,1.000000000000000,1,1,6,13,.4400145599367102E-02,1,1502,.5149506484260443,1,484,0.4822605,10.88556
192,1.000000000000000,1,1,6,14,-.9398099573454818E-02,1,1501,.5228450123844856,1,484,5.065009,0.8043703
193,1.000000000000000,1,1,6,15,-.1123433781377007E-01,1,1501,.3646278655270250,1,484,2.219138,5.155523
194,1.000000000000000,1,1,6,16,-.2594953669297305E-01,1,1501,.2496841547120236,1,484,5.551096,1.156415
195,1.000000000000000,1,1,6,17,-.2145577955624142E-01,1,1501,.8796400231444121E-01,1,484,2.924799,6.641381
196,1.000000000000000,1,1,6,18,-.8383554121315947E-02,1,1501,.6374734577184404E-01,1,484,2.186998,0.8593959
197,1.000000000000000,1,1,6,19,-.3792293557820915E-02,1,1349,.3963122005647143E-01,1,484,2.513420,2.113926
198,1.000000000000000,1,1,6,20,-.2881288479816261E-02,1,1349,.1682724353286640E-01,1,484,1.888556,6.091116
199,1.000000000000000,1,1,6,21,-.3287972371060538E-02,1,1349,.3367286198601821E-02,1,484,5.771530,0.8517884
200,1.000000000000000,1,1,6,22,.7651514522879005E-03,1,1501,.3423406813228795E-02,1,484,0.5002805,10.38773
201,1.000000000000000,1,1,6,23,-.1010381343597925E-02,1,1349,.1209889867812120E-02,1,1539,5.577371,0.8012057
202,1.000000000000000,1,1,6,24,-.3497123878603925E-03,1,1349,.8135416905586623E-03,1,1539,1.886951,2.064629
203,1.000000000000000,1,1,6,25,-.2298977629969015E-03,1,1349,-.1349580112471901E-02,1,484,1.827436,3.879756
204,1.000000000000000,1,1,6,26,-.1953785891649006E-03,1,1349,-.1475677343841048E-02,1,484,8.110698,0.8698801
205,1.000000000000000,1,1,6,27,.5952452499200597E-04,1,1349,-.1263109908568721E-02,1,484,0.4349657,6.742235
206,1.000000000000000,1,1,6,28,-.4287368664898529E-04,1,1349,-.1100300537296253E-02,1,484,4.561279,1.029478
