total_inner_iterations,totim,kper,kstp,nouter,inner_iterations,solution_outer_dvmax,solution_outer_dvmax_model,solution_outer_dvmax_package,solution_outer_dvmax_node
454,1.000000000000000,1,1,163,4,-.8231954957092569E-01,1,,119
458,1.000000000000000,1,1,164,4,-.8185706451403973E-01,1,,119
462,1.000000000000000,1,1,165,4,-.8139031927238705E-01,1,,119
466,1.000000000000000,1,1,166,4,-.8092044854355152E-01,1,,119
470,1.000000000000000,1,1,167,4,-.8044847317505344E-01,1,,119
474,1.000000000000000,1,1,168,4,-.7997533957764347E-01,1,,119
478,1.000000000000000,1,1,169,4,-.7950191506664339E-01,1,,119
482,1.000000000000000,1,1,170,4,-.7902899031459754E-01,1,,119
486,1.000000000000000,1,1,171,4,-.7855728144031104E-01,1,,119
490,1.000000000000000,1,1,172,4,-.7808742881812236E-01,1,,119
494,1.000000000000000,1,1,173,4,-.7763869694265679E-01,1,,120
498,1.000000000000000,1,1,174,4,-.7720294887691637E-01,1,,120
502,1.000000000000000,1,1,175,4,-.7677004732364878E-01,1,,120
506,1.000000000000000,1,1,176,4,-.7634041416632442E-01,1,,120
510,1.000000000000000,1,1,177,4,-.7591442123984393E-01,1,,120
514,1.000000000000000,1,1,178,4,-.7549239925545237E-01,1,,120
518,1.000000000000000,1,1,179,4,-.7512043301997551E-01,1,,807
522,1.000000000000000,1,1,180,4,-.7482050245394589E-01,1,,807
526,1.000000000000000,1,1,181,4,-.7452062035289941E-01,1,,807
530,1.000000000000000,1,1,182,4,-.7422116012224933E-01,1,,807
534,1.000000000000000,1,1,183,4,-.7392245574048673E-01,1,,807
538,1.000000000000000,1,1,184,4,-.7362480917410608E-01,1,,807
542,1.000000000000000,1,1,185,4,-.7332990872343714E-01,1,,758
546,1.000000000000000,1,1,186,4,-.7306129249927551E-01,1,,758
550,1.000000000000000,1,1,187,4,-.7279307546473035E-01,1,,758
554,1.000000000000000,1,1,188,4,-.7252553901008696E-01,1,,758
558,1.000000000000000,1,1,189,4,-.7229761633844589E-01,1,,847
562,1.000000000000000,1,1,190,4,-.7210765537563191E-01,1,,847
566,1.000000000000000,1,1,191,4,-.7191631922286490E-01,1,,847
570,1.000000000000000,1,1,192,4,-.7172388398156215E-01,1,,847
574,1.000000000000000,1,1,193,4,-.7153060532523625E-01,1,,847
578,1.000000000000000,1,1,194,4,-.7133671504193728E-01,1,,847
582,1.000000000000000,1,1,195,4,-.7114242876365040E-01,1,,847
586,1.000000000000000,1,1,196,4,-.7109196879828517E-01,1,,703
590,1.000000000000000,1,1,197,4,-.7111607138367049E-01,1,,703
594,1.000000000000000,1,1,198,4,-.7113268137301532E-01,1,,703
598,1.000000000000000,1,1,199,4,-.7114217471347217E-01,1,,703
602,1.000000000000000,1,1,200,4,-.7114490402297236E-01,1,,703
606,1.000000000000000,1,1,201,4,-.7114120652904887E-01,1,,703
610,1.000000000000000,1,1,202,4,-.7114198246857484E-01,1,,227
614,1.000000000000000,1,1,203,4,-.7114031349857441E-01,1,,227
618,1.000000000000000,1,1,204,4,-.7113274208164455E-01,1,,227
622,1.000000000000000,1,1,205,4,-.7111954009056376E-01,1,,227
626,1.000000000000000,1,1,206,4,-.7110096270920963E-01,1,,227
630,1.000000000000000,1,1,207,4,-.7107725513087360E-01,1,,227
634,1.000000000000000,1,1,208,4,-.7104864844451697E-01,1,,227
638,1.000000000000000,1,1,209,4,-.7101536542469944E-01,1,,227
642,1.000000000000000,1,1,210,4,-.7097761294201632E-01,1,,227
646,1.000000000000000,1,1,211,4,-.7093559117036818E-01,1,,227
650,1.000000000000000,1,1,212,4,-.7089286364299596E-01,1,,653
654,1.000000000000000,1,1,213,4,-.7085491238150610E-01,1,,653
658,1.000000000000000,1,1,214,4,-.7081287557845428E-01,1,,653
662,1.000000000000000,1,1,215,4,-.7076692335103019E-01,1,,653
666,1.000000000000000,1,1,216,4,-.7071721879120219E-01,1,,653
670,1.000000000000000,1,1,217,4,-.7066391540870143E-01,1,,653
674,1.000000000000000,1,1,218,4,-.7060716061252492E-01,1,,653
678,1.000000000000000,1,1,219,4,-.7054709490707012E-01,1,,653
682,1.000000000000000,1,1,220,4,-.7048385167469462E-01,1,,653
686,1.000000000000000,1,1,221,4,-.7041755905869707E-01,1,,653
690,1.000000000000000,1,1,222,4,-.7034834472803198E-01,1,,653
694,1.000000000000000,1,1,223,4,-.7027632336370004E-01,1,,653
698,1.000000000000000,1,1,224,4,-.7020160108972107E-01,1,,653
702,1.000000000000000,1,1,225,4,-.7012428459073305E-01,1,,653
706,1.000000000000000,1,1,226,4,-.7004447450957230E-01,1,,653
710,1.000000000000000,1,1,227,4,-.6996226264807603E-01,1,,653
714,1.000000000000000,1,1,228,4,-.6987774008499059E-01,1,,653
718,1.000000000000000,1,1,229,4,-.6979099608142292E-01,1,,653
722,1.000000000000000,1,1,230,4,-.6970211467516663E-01,1,,653
726,1.000000000000000,1,1,231,4,-.6961117261883487E-01,1,,653
730,1.000000000000000,1,1,232,4,-.6951825090004604E-01,1,,653
734,1.000000000000000,1,1,233,4,-.6942341592204571E-01,1,,653
738,1.000000000000000,1,1,234,4,-.6932673851200377E-01,1,,653
742,1.000000000000000,1,1,235,4,-.6922828341166110E-01,1,,653
746,1.000000000000000,1,1,236,4,-.6912811374822070E-01,1,,653
750,1.000000000000000,1,1,237,4,-.6902629036609653E-01,1,,653
754,1.000000000000000,1,1,238,4,-.6892287095071481E-01,1,,653
758,1.000000000000000,1,1,239,4,-.6881791416468275E-01,1,,653
762,1.000000000000000,1,1,240,4,-.6871148238813873E-01,1,,653
766,1.000000000000000,1,1,241,4,-.6860361512721624E-01,1,,653
770,1.000000000000000,1,1,242,4,-.6849435782389435E-01,1,,653
774,1.000000000000000,1,1,243,4,-.6838375579741296E-01,1,,653
778,1.000000000000000,1,1,244,4,-.6827185536290870E-01,1,,653
782,1.000000000000000,1,1,245,4,-.6815869853774359E-01,1,,653
786,1.000000000000000,1,1,246,4,-.6804432676443639E-01,1,,653
790,1.000000000000000,1,1,247,4,-.6792877982255163E-01,1,,653
794,1.000000000000000,1,1,248,4,-.6781209579106928E-01,1,,653
798,1.000000000000000,1,1,249,4,-.6769431164967443E-01,1,,653
802,1.000000000000000,1,1,250,4,-.6757546319892072E-01,1,,653
806,1.000000000000000,1,1,251,4,-.6745558358358039E-01,1,,653
810,1.000000000000000,1,1,252,4,-.6733470580635981E-01,1,,653
814,1.000000000000000,1,1,253,4,-.6721286170369467E-01,1,,653
818,1.000000000000000,1,1,254,4,-.6709008308367004E-01,1,,653
822,1.000000000000000,1,1,255,4,-.6696639608914268E-01,1,,653
826,1.000000000000000,1,1,256,4,-.6684182733818034E-01,1,,653
830,1.000000000000000,1,1,257,4,-.6671640409341251E-01,1,,653
834,1.000000000000000,1,1,258,4,-.6659015253254097E-01,1,,653
838,1.000000000000000,1,1,259,4,-.6646308557337477E-01,1,,653
842,1.000000000000000,1,1,260,4,-.6633524513064515E-01,1,,653
846,1.000000000000000,1,1,261,4,-.6620665399037762E-01,1,,653
850,1.000000000000000,1,1,262,4,-.6607733296667107E-01,1,,653
854,1.000000000000000,1,1,263,4,-.6594730422742145E-01,1,,653
858,1.000000000000000,1,1,264,4,-.6581658810137014E-01,1,,653
862,1.000000000000000,1,1,265,4,-.6568520908798803E-01,1,,653
866,1.000000000000000,1,1,266,4,-.6555318595478354E-01,1,,653
870,1.000000000000000,1,1,267,4,-.6542053166027983E-01,1,,653
874,1.000000000000000,1,1,268,4,-.6528726417766961E-01,1,,653
878,1.000000000000000,1,1,269,4,-.6515340092916233E-01,1,,653
882,1.000000000000000,1,1,270,4,-.6501895950754033E-01,1,,653
886,1.000000000000000,1,1,271,4,-.6488395727780016E-01,1,,653
890,1.000000000000000,1,1,272,4,-.6474841135177201E-01,1,,653
894,1.000000000000000,1,1,273,4,-.6461233968533975E-01,1,,653
898,1.000000000000000,1,1,274,4,-.6447575652642001E-01,1,,653
902,1.000000000000000,1,1,275,4,-.6433867696659945E-01,1,,653
906,1.000000000000000,1,1,276,4,-.6420111646163207E-01,1,,653
910,1.000000000000000,1,1,277,4,-.6406308944734462E-01,1,,653
914,1.000000000000000,1,1,278,4,-.6392461036746511E-01,1,,653
918,1.000000000000000,1,1,279,4,-.6378569331492656E-01,1,,653
922,1.000000000000000,1,1,280,4,-.6364635188765533E-01,1,,653
926,1.000000000000000,1,1,281,4,-.6350660159235133E-01,1,,653
930,1.000000000000000,1,1,282,4,-.6336646181395622E-01,1,,653
934,1.000000000000000,1,1,283,4,-.6322594251662395E-01,1,,653
938,1.000000000000000,1,1,284,4,-.6308505203277548E-01,1,,653
942,1.000000000000000,1,1,285,4,-.6294380419551260E-01,1,,653
946,1.000000000000000,1,1,286,4,-.6280220980418960E-01,1,,653
950,1.000000000000000,1,1,287,4,-.6266028314308869E-01,1,,653
954,1.000000000000000,1,1,288,4,-.6251797214792987E-01,1,,653
958,1.000000000000000,1,1,289,4,-.6237538584568370E-01,1,,653
962,1.000000000000000,1,1,290,4,-.6223250944957215E-01,1,,653
966,1.000000000000000,1,1,291,4,-.6208935015523309E-01,1,,653
970,1.000000000000000,1,1,292,4,-.6194591310844544E-01,1,,653
974,1.000000000000000,1,1,293,4,-.6180220730794872E-01,1,,653
978,1.000000000000000,1,1,294,4,-.6165825202067765E-01,1,,653
982,1.000000000000000,1,1,295,4,-.6151405000395016E-01,1,,653
986,1.000000000000000,1,1,296,4,-.6136961264552099E-01,1,,653
990,1.000000000000000,1,1,297,4,-.6122495141264039E-01,1,,653
994,1.000000000000000,1,1,298,4,-.6108007748417776E-01,1,,653
998,1.000000000000000,1,1,299,4,-.6093500158341669E-01,1,,653
1002,1.000000000000000,1,1,300,4,-.6078973436812873E-01,1,,653
1006,1.000000000000000,1,1,301,4,-.6064428629461815E-01,1,,653
1010,1.000000000000000,1,1,302,4,-.6049866779412127E-01,1,,653
1014,1.000000000000000,1,1,303,4,-.6035288953616202E-01,1,,653
1018,1.000000000000000,1,1,304,4,-.6022957972353993E-01,1,,694
1022,1.000000000000000,1,1,305,4,-.6013011932886059E-01,1,,694
1026,1.000000000000000,1,1,306,4,-.6002995814645828E-01,1,,694
1030,1.000000000000000,1,1,307,4,-.5992911119716382E-01,1,,694
1034,1.000000000000000,1,1,308,4,-.5982759145267380E-01,1,,694
1038,1.000000000000000,1,1,309,4,-.5972542084262500E-01,1,,694
1042,1.000000000000000,1,1,310,4,-.5962261661352386E-01,1,,694
1047,1.000000000000000,1,1,311,5,-.5951916695329373E-01,1,,694
1052,1.000000000000000,1,1,312,5,-.5941512341559019E-01,1,,694
1056,1.000000000000000,1,1,313,4,-.5931049926722665E-01,1,,694
1061,1.000000000000000,1,1,314,5,-.5920530850869454E-01,1,,694
1066,1.000000000000000,1,1,315,5,-.5909957091213869E-01,1,,694
1071,1.000000000000000,1,1,316,5,-.5899330390401758E-01,1,,694
1076,1.000000000000000,1,1,317,5,-.5888652390964921E-01,1,,694
1081,1.000000000000000,1,1,318,5,-.5877924917906796E-01,1,,694
1086,1.000000000000000,1,1,319,5,-.5867150564191093E-01,1,,694
1091,1.000000000000000,1,1,320,5,-.5856322992056562E-01,1,,694
1096,1.000000000000000,1,1,321,5,-.5845451804074742E-01,1,,694
1101,1.000000000000000,1,1,322,5,-.5834539505299574E-01,1,,694
1106,1.000000000000000,1,1,323,5,-.5823587617462067E-01,1,,694
1111,1.000000000000000,1,1,324,5,-.5812716394180484E-01,1,,691
1116,1.000000000000000,1,1,325,5,-.5801952293339241E-01,1,,691
1121,1.000000000000000,1,1,326,5,-.5791150016600000E-01,1,,691
1126,1.000000000000000,1,1,327,5,-.5780311359201562E-01,1,,691
1131,1.000000000000000,1,1,328,5,-.5769437676318034E-01,1,,691
1136,1.000000000000000,1,1,329,5,-.5758530858926747E-01,1,,691
1141,1.000000000000000,1,1,330,5,-.5747592422956416E-01,1,,691
1146,1.000000000000000,1,1,331,5,-.5736624136189050E-01,1,,691
1151,1.000000000000000,1,1,332,5,-.5725627583656490E-01,1,,691
1156,1.000000000000000,1,1,333,5,-.5714604286944791E-01,1,,691
1161,1.000000000000000,1,1,334,5,-.5703556020911549E-01,1,,691
1166,1.000000000000000,1,1,335,5,-.5692484420906396E-01,1,,691
1171,1.000000000000000,1,1,336,5,-.5681390920123874E-01,1,,691
1176,1.000000000000000,1,1,337,5,-.5670277227035569E-01,1,,691
1181,1.000000000000000,1,1,338,5,-.5659144638170233E-01,1,,691
1186,1.000000000000000,1,1,339,5,-.5647994495879516E-01,1,,691
1191,1.000000000000000,1,1,340,5,-.5636828700281171E-01,1,,691
1196,1.000000000000000,1,1,341,5,-.5625648913621717E-01,1,,691
1201,1.000000000000000,1,1,342,5,-.5614456858711492E-01,1,,691
1206,1.000000000000000,1,1,343,5,-.5603254554583259E-01,1,,691
1211,1.000000000000000,1,1,344,5,-.5592043826058557E-01,1,,691
1216,1.000000000000000,1,1,345,5,-.5580826287115315E-01,1,,691
1221,1.000000000000000,1,1,346,5,-.5569603508070031E-01,1,,691
1226,1.000000000000000,1,1,347,5,-.5558377500555878E-01,1,,691
1231,1.000000000000000,1,1,348,5,-.5547150532883904E-01,1,,691
1236,1.000000000000000,1,1,349,5,-.5535923847351398E-01,1,,691
1241,1.000000000000000,1,1,350,5,-.5524698962089758E-01,1,,691
1246,1.000000000000000,1,1,351,5,-.5513476738045142E-01,1,,691
1251,1.000000000000000,1,1,352,5,-.5502258869472598E-01,1,,691
1256,1.000000000000000,1,1,353,5,-.5491047247213032E-01,1,,691
1261,1.000000000000000,1,1,354,5,-.5479843815773222E-01,1,,691
1266,1.000000000000000,1,1,355,5,-.5468650458519164E-01,1,,691
1271,1.000000000000000,1,1,356,5,-.5457469015281902E-01,1,,691
1276,1.000000000000000,1,1,357,5,-.5446301819756627E-01,1,,691
1281,1.000000000000000,1,1,358,5,-.5435146665340085E-01,1,,691
1286,1.000000000000000,1,1,359,5,-.5424010433488036E-01,1,,691
1291,1.000000000000000,1,1,360,5,-.5412893920393458E-01,1,,691
1296,1.000000000000000,1,1,361,5,-.5401799175810140E-01,1,,691
1301,1.000000000000000,1,1,362,5,-.5390727556459751E-01,1,,691
1306,1.000000000000000,1,1,363,5,-.5379680847957502E-01,1,,691
1311,1.000000000000000,1,1,364,5,-.5368660211759391E-01,1,,691
1316,1.000000000000000,1,1,365,5,-.5357666518153792E-01,1,,691
1321,1.000000000000000,1,1,366,5,-.5346702211514298E-01,1,,691
1326,1.000000000000000,1,1,367,5,-.5335770826496855E-01,1,,691
1331,1.000000000000000,1,1,368,5,-.5324871042333257E-01,1,,691
1336,1.000000000000000,1,1,369,5,-.5314004986178134E-01,1,,691
1341,1.000000000000000,1,1,370,5,-.5303174796135579E-01,1,,691
1346,1.000000000000000,1,1,371,5,-.5292381059949491E-01,1,,691
1351,1.000000000000000,1,1,372,5,-.5281625526855294E-01,1,,691
1356,1.000000000000000,1,1,373,5,-.5270909782829847E-01,1,,691
1361,1.000000000000000,1,1,374,5,-.5260234542441822E-01,1,,691
1366,1.000000000000000,1,1,375,5,-.5249602044580115E-01,1,,691
1371,1.000000000000000,1,1,376,5,-.5239014142863141E-01,1,,691
1376,1.000000000000000,1,1,377,5,-.5228473584283222E-01,1,,691
1381,1.000000000000000,1,1,378,5,-.5217982133854093E-01,1,,691
1386,1.000000000000000,1,1,379,5,-.5207540680906675E-01,1,,691
1391,1.000000000000000,1,1,380,5,-.5197151063786976E-01,1,,691
1396,1.000000000000000,1,1,381,5,-.5186814220971314E-01,1,,691
1401,1.000000000000000,1,1,382,5,-.5176531277993490E-01,1,,691
1406,1.000000000000000,1,1,383,5,-.5166303558127083E-01,1,,691
1411,1.000000000000000,1,1,384,5,-.5156133325384360E-01,1,,691
1416,1.000000000000000,1,1,385,5,-.5146022332573352E-01,1,,691
1421,1.000000000000000,1,1,386,5,-.5135972937330280E-01,1,,691
1426,1.000000000000000,1,1,387,5,-.5125986353492351E-01,1,,691
1431,1.000000000000000,1,1,388,5,-.5116064403999587E-01,1,,691
1436,1.000000000000000,1,1,389,5,-.5106209983348720E-01,1,,691
1441,1.000000000000000,1,1,390,5,-.5096422042852566E-01,1,,691
1446,1.000000000000000,1,1,391,5,-.5086702310750013E-01,1,,691
1451,1.000000000000000,1,1,392,5,-.5077052749457778E-01,1,,691
1456,1.000000000000000,1,1,393,5,-.5067481676059060E-01,1,,691
1461,1.000000000000000,1,1,394,5,-.5057985251490038E-01,1,,691
1466,1.000000000000000,1,1,395,5,-.5048568251903873E-01,1,,691
1471,1.000000000000000,1,1,396,5,-.5039239823871355E-01,1,,691
1476,1.000000000000000,1,1,397,5,-.5029991677355383E-01,1,,691
1481,1.000000000000000,1,1,398,5,-.5020825570784382E-01,1,,691
1486,1.000000000000000,1,1,399,5,-.5011748057383159E-01,1,,691
1491,1.000000000000000,1,1,400,5,-.5002755741243448E-01,1,,691
1496,1.000000000000000,1,1,401,5,-.4993858828854059E-01,1,,691
1501,1.000000000000000,1,1,402,5,-.4985061298924620E-01,1,,691
